tt_id,rl_id,movie_name,month,year,budget,runtime,genres,mpaa,screens,opening_week,domestic_box_office
tt4673790,rl4127360513,Vazante,1,2018,None,116,Adventure Drama,None,6,3489,23884
tt0479506,rl877037057,The Blossoming of Maximo Oliveros,9,2006,None,100,Drama,None,2,6690,28041
tt1135487,rl3696133633,Duplicity,3,2009,60000000,125,Comedy Crime Romance Thriller,PG-13,2579,13965110,40572825
tt1371111,rl256542209,Cloud Atlas,10,2012,None,172,Drama Mystery Sci-Fi Thriller,R,2023,9612247,27108272
tt0945513,rl4033906177,Source Code,4,2011,32000000,93,Action Drama Mystery Sci-Fi Thriller,PG-13,2971,14812094,54712227
tt7218804,rl2399438337,The Gospel According to André,5,2018,None,93,Documentary,PG-13,36,47802,400713
tt0314006,rl3964569089,Dum,1,2003,None,166,Action Crime Drama Thriller,None,18,46700,101000
tt3183660,rl3696264705,Fantastic Beasts and Where to Find Them,11,2016,180000000,132,Adventure Family Fantasy,PG-13,4144,74403387,234037575
tt0419491,rl1145341441,Believe in Me,3,2007,None,131,Drama Sport,PG,54,81569,209654
tt28002892,rl2929230593,Route 60: The Biblical Highway,9,2023,None,100,Documentary,None,1006,None,1606339
tt6320628,rl3791750657,Spider-Man: Far from Home,7,2019,160000000,129,Action Adventure Comedy Fantasy Sci-Fi,PG-13,4634,92579212,390532085
tt3233418,rl3698361857,Spare Parts,1,2015,None,114,Biography Drama History,PG-13,440,1335768,3618912
tt1264074,rl1098417665,The Wedding Song,10,2009,None,100,Drama History War,None,4,1240,31160
tt0446685,rl1313768961,Drawing Restraint 9,3,2006,None,135,Fantasy,None,5,18011,234743
tt1060277,rl2019919361,Cloverfield,1,2008,25000000,85,Horror Sci-Fi Thriller,PG-13,3411,40058229,80048433
tt0340376,rl2675148289,The Statement,12,2003,27000000,114,Drama Thriller,R,51,37220,765637
tt0265349,rl2825225729,The Mothman Prophecies,1,2002,32000000,119,Drama Horror Mystery Thriller,PG-13,2331,11208851,35746370
tt0422091,rl1213171201,Dhoom,8,2004,None,129,Action Crime Drama Thriller,None,32,102860,245756
tt0303816,rl3293152769,Cabin Fever,9,2003,1500000,93,Horror,R,2105,8400000,21158188
tt0257044,rl1668056577,Road to Perdition,7,2002,80000000,117,Crime Drama Thriller,R,2332,22079481,104454762
tt1129921,rl3830023681,Bustin' Down the Door,7,2008,None,96,Documentary Sport,None,17,17317,109427
tt0333645,rl391087617,The Deserted Station,7,2004,None,88,Drama,None,1,841,18867
tt0454841,rl3008988673,The Hills Have Eyes,3,2006,15000000,107,Horror Thriller,R,2621,15708512,41778863
tt0425598,rl3746006529,Dave Chappelle's Block Party,3,2006,3000000,103,Comedy Documentary Music,R,1200,6516000,11718595
tt1063628,rl2388887041,Ma tante Aline,7,2007,None,100,Comedy,None,65,207145,1025852
tt0218107,rl4132144641,Circuit,4,2002,None,130,Drama Romance,R,7,34751,235087
tt1870529,rl3395257857,Won't Back Down,9,2012,None,121,Drama,PG,2517,2603370,5310554
tt0489049,rl4015031809,Fanboys,2,2009,None,120,Adventure Comedy Crime,PG-13,45,171533,688529
tt2515086,rl2976286209,One Direction: This Is Us,8,2013,10000000,92,Documentary Music,PG,2735,15815497,28873374
tt1699518,rl2684716545,The Young Karl Marx,2,2018,None,118,Biography Drama History,None,15,26097,125659
tt10572668,rl4027287041,Immortal Hero,10,2019,None,118,Drama,PG,12,20629,43007
tt10984580,rl3454632705,Utama,11,2022,None,87,Drama,None,7,4589,52793
tt1650549,rl2483127809,The Hill Chris Climbed: The Gridiron Heroes Story,4,2016,None,71,Biography Documentary Family Sport,None,5,None,23487
tt0838232,rl2372437505,The Pink Panther 2,2,2009,70000000,92,Action Adventure Comedy Crime Mystery,PG,3245,11588150,35922978
tt7499368,rl2835777025,Fragments of Truth,4,2018,None,75,Documentary,None,616,None,219342
tt6889866,rl486835713,The Metropolitan Opera HD Live: Puccini: Tosca,1,2018,None,150,Musical,None,691,1498309,2023749
tt1854564,rl174622209,Percy Jackson: Sea of Monsters,8,2013,90000000,106,Adventure Family Fantasy,PG,3080,14401054,68559554
tt0385307,rl3865216513,Miss Congeniality 2: Armed & Fabulous,3,2005,None,115,Action Comedy Crime,PG-13,3233,14043215,48478006
tt5684466,rl1400800769,A Aa,6,2016,None,152,Comedy Drama Romance,None,115,1213057,2313043
tt4717402,rl4127688193,MFKZ,10,2018,None,94,Action Animation Comedy Sci-Fi Thriller,R,436,6094,229423
tt1234240,rl239240705,Antarctica,8,2008,None,112,Drama Romance,R,2,798,21679
tt5211044,rl4018112001,Revelation: Dawn of Global Government,4,2016,None,106,Documentary,PG,2,14975,19107
tt0227445,rl3698296321,The Score,7,2001,68000000,124,Action Crime Drama Thriller,R,2211,19018807,71107711
tt0034583,rl3175646721,Casablanca,3,2012,950000,102,Drama Romance War,PG,507,None,1155330
tt0382628,rl2068612609,Dark Water,7,2005,None,105,Drama Horror Mystery,PG-13,2657,9939251,25473352
tt4645358,rl2433189377,Who Will Write Our History,1,2019,None,95,Documentary History,None,6,13390,138039
tt2806908,rl425559553,The Jewish Cardinal,1,2014,None,96,Biography,None,7,None,133232
tt3962848,rl4001203713,Welcome to Leith,9,2015,None,85,Documentary,None,5,3707,36010
tt4897822,rl4101801473,Where to Invade Next,2,2016,None,120,Comedy Documentary,R,308,897034,3827261
tt0497972,rl3077473793,Sex and Death 101,4,2008,None,117,Comedy Drama Fantasy Romance,R,6,13516,23624
tt5220122,rl3111945729,Hotel Transylvania 3: Summer Vacation,7,2018,80000000,97,Adventure Animation Comedy Family Fantasy,PG,4267,44076225,167510016
tt0107120,rl1018200833,Hocus Pocus,10,2023,None,96,Comedy Family Fantasy Horror,PG,1430,1609874,4929004
tt0380389,rl1549043201,Goal! The Dream Begins,5,2006,None,118,Drama Romance Sport,PG,1007,1921838,4283255
tt5952594,rl1929807361,The Mustang,3,2019,None,96,Drama,R,527,71657,5043620
tt5503686,rl3255404033,Hustlers,9,2019,20000000,110,Comedy Crime Drama,R,3525,33181361,104963598
tt7743588,rl386237953,Goldbuster,1,2018,None,89,Comedy Fantasy,None,24,79180,186135
tt1885299,rl1885373953,Lucky Them,5,2014,None,97,Comedy Drama,R,9,3728,48995
tt0453494,rl710444545,Hoot,5,2006,15000000,95,Adventure Comedy Family,PG,3018,3400000,8117637
tt0429173,rl3883238913,The Tenants,2,2006,None,97,Crime Drama Romance Thriller,R,1,2010,2010
tt5818818,rl2147649025,The Divine Order,10,2017,None,96,Comedy Drama,None,9,None,76277
tt2181931,rl3998320129,English Vinglish,10,2012,None,134,Comedy Drama Family,None,88,745414,1862086
tt9748230,rl1678345729,Joni 75: A Birthday Celebration,2,2019,None,128,Music,None,405,35111,752205
tt2639254,rl943949313,A Little Chaos,6,2015,None,117,Drama Romance,R,87,181791,558173
tt1244754,rl3796141569,Conviction,10,2010,12500000,107,Biography Crime Drama,R,672,102351,6783129
tt0448694,rl1214940673,Puss in Boots,10,2011,130000000,90,Action Adventure Animation Comedy Family Fantasy,PG,3963,34077439,149260504
tt1305587,rl3830810113,Ghetto Physics,10,2010,None,94,Drama,R,9,10087,14034
tt0425274,rl778339841,Music from the Inside Out,4,2005,None,89,Documentary,None,4,13444,141504
tt5989220,rl4010116609,Claire's Camera,3,2018,None,69,Drama,None,5,11489,83418
tt0479500,rl2741274113,Nancy Drew,6,2007,None,99,Comedy Crime Family Mystery Romance Thriller,PG,2612,6832318,25612520
tt11908172,rl10715905,The Kill Room,9,2023,None,98,Comedy Thriller,R,355,82891,139358
tt0363504,rl155682305,Bigger Than the Sky,2,2005,750000,106,Comedy Drama Romance,PG-13,9,12281,21398
tt1232776,rl3914565121,Fish Tank,1,2010,3000000,123,Drama,None,15,25854,374675
tt16174868,rl3337192193,Left Behind: Rise of the Antichrist,1,2023,None,115,Action Drama Mystery Sci-Fi Thriller,None,1407,2553152,3649422
tt1316540,rl796296705,The Turin Horse,2,2012,None,155,Drama,None,3,9145,56391
tt0424885,rl4014507521,Celsius 41.11: The Temperature at Which the Brain... Begins to Die,10,2004,None,72,Documentary War,R,116,93000,93000
tt2406422,rl3799614977,Walking the Camino: Six Ways to Santiago,9,2013,None,84,Documentary,None,11,None,612717
tt21448540,rl1258062593,Baby Ruby,2,2023,None,93,Drama Horror Thriller,None,54,12439,16991
tt0244094,rl3882124801,Never Again,7,2002,None,98,Comedy Romance,R,35,33088,307631
tt8404272,rl3187967489,How Long Will I Love U,5,2018,None,101,Comedy Fantasy Romance,None,32,204733,746933
tt5982852,rl906003969,Jolly LLB 2,2,2017,None,137,Comedy Crime Drama,None,173,774355,1654254
tt1528071,rl542672385,Horns,10,2014,None,120,Comedy Fantasy Horror Mystery Thriller,R,103,107544,173948
tt2435458,rl2237629953,Last Weekend,8,2014,None,94,Comedy Drama,None,8,2661,27053
tt5278506,rl1920894465,Tickled,6,2016,None,92,Crime Documentary Mystery,R,53,21898,613956
tt1559549,rl4201481729,Restrepo,6,2010,None,93,Biography Documentary History War,R,52,35581,1330894
tt0422783,rl593790465,Music Within,10,2007,None,94,Biography Comedy Drama Music Romance War,R,18,52744,154087
tt0450232,rl205620737,16 Blocks,3,2006,None,102,Action Drama Thriller,PG-13,2706,11855260,36895141
tt0335013,rl2320139777,The Company,12,2003,15000000,112,Drama Music Romance,PG-13,55,93776,2283914
tt1564870,rl3781658113,Not Today,4,2013,None,103,Drama,PG-13,41,96347,318121
tt1776086,rl3980690945,Bettie Page Reveals All,11,2013,None,101,Biography Documentary,R,21,4846,108118
tt1301130,rl625509889,Call + Response,10,2008,None,86,Documentary History Music,PG-13,17,41346,215185
tt4425200,rl1702856193,John Wick: Chapter 2,2,2017,None,122,Action Crime Thriller,R,3113,30436123,92029184
tt0485272,rl1819248129,Salaam-e-Ishq,1,2007,None,216,Comedy Drama Musical Romance,None,86,949000,1852050
tt0796307,rl2507572737,Under the Same Moon,3,2008,None,106,Adventure Drama,PG-13,454,2769655,12590147
tt3700804,rl1853851137,Already Tomorrow in Hong Kong,2,2016,None,78,Comedy Romance,None,11,14966,21206
tt3791302,rl176129537,Standing Tall,4,2016,None,120,Drama,R,6,7488,26144
tt2309224,rl776439297,Big Bad Wolves,1,2014,None,110,Drama Horror Thriller,None,7,6342,33232
tt0285869,rl2993260033,Pandora's Box,8,2002,None,103,Drama Thriller,R,42,85710,881950
tt2870612,rl2353169921,As Above So Below,8,2014,None,93,Horror Mystery Thriller,R,2650,8632820,21321100
tt1588334,rl962430465,Jeff Who Lives at Home,3,2012,None,83,Comedy Drama,R,513,855709,4269426
tt0301555,rl1230276097,God Grew Tired of Us,1,2007,None,89,Documentary,PG,10,21858,301447
tt2271641,rl796165633,Thaandavam,9,2012,None,160,Action Thriller,None,45,129044,213476
tt0248190,rl2171045377,No Such Thing,3,2002,None,102,Comedy Drama Fantasy,R,9,25324,62703
tt0370986,rl1248101889,Mysterious Skin,5,2005,None,105,Drama,Unrated,23,17425,713240
tt1374989,rl2154530305,Pride and Prejudice and Zombies,2,2016,28000000,108,Action Comedy Fantasy Horror Romance,PG-13,2931,5324240,10938134
tt11119936,rl2181793281,BTS World Tour 'Love Yourself: Speak Yourself' (The Final) Seoul Live Viewing,10,2019,None,210,Music,None,490,1226552,1226552
tt1657510,rl911508993,Gimme Shelter,1,2014,None,120,Drama,PG-13,385,689070,1359910
tt0386117,rl964396545,Where the Wild Things Are,10,2009,100000000,101,Adventure Drama Family Fantasy,PG,3735,32695407,77233467
tt0425430,rl2002945537,The Messengers,2,2007,16000000,90,Drama Horror Mystery,PG-13,2529,14713321,35374833
tt7844450,rl3624371713,The World Before Your Feet,11,2018,None,95,Documentary,None,11,22482,268644
tt0283084,rl829851137,Tuck Everlasting,10,2002,None,90,Drama Family Fantasy Romance,PG,1460,5268764,19161999
tt0419706,rl307136001,Doom,10,2005,60000000,105,Action Horror Sci-Fi,R,3044,15488870,28212337
tt0985694,rl1549829633,Machete,9,2010,10500000,105,Action Crime Thriller,R,2678,11416164,26593646
tt0927629,rl4217865729,Notes on Marie Menken,2,2007,None,97,Biography Documentary,None,1,577,577
tt0936501,rl1635091969,Taken,1,2009,25000000,90,Action Crime Thriller,PG-13,3184,24717037,145000989
tt0207524,rl2572715521,How to Kill Your Neighbor's Dog,2,2002,None,107,Comedy Drama,R,6,18956,49894
tt4476736,rl4228417025,Hamlet,7,2019,None,217,Drama,None,572,None,214578
tt1605717,rl2370995713,Frank,8,2014,None,95,Comedy Drama Music,R,75,16056,645186
tt1648190,rl2035058177,The Dark Tower,8,2017,60000000,95,Action Adventure Fantasy Sci-Fi Western,PG-13,3451,19153698,50701325
tt0322259,rl1178699265,2 Fast 2 Furious,6,2003,76000000,107,Action Crime Thriller,PG-13,3418,50472480,127154901
tt1680679,rl692684289,Breathing,8,2012,None,94,Drama,None,2,949,4630
tt0276501,rl1430554113,Beijing Bicycle,1,2002,None,113,Drama,PG-13,9,None,66131
tt0374036,rl289965569,Campfire,9,2005,None,96,Drama,None,5,12598,34835
tt1172049,rl92112385,Demolition,4,2016,None,101,Comedy Drama,R,862,1100042,1978592
tt0090798,rl1682474497,Caravaggio,4,2002,None,93,Biography Drama History Romance,None,1,532,3774
tt13957560,rl3028583169,Dumb Money,9,2023,None,105,Biography Comedy Drama,R,2837,220947,13925356
tt0368658,rl1634960897,Stage Beauty,10,2004,None,106,Drama,R,78,38654,782383
tt5592248,rl2701231617,The Beguiled,6,2017,None,93,Drama History Thriller War,R,941,229292,10709995
tt8426610,rl3708257793,Moynihan,10,2018,None,102,Biography Documentary History,None,2,4416,31970
tt1720172,rl3613754881,Munger Road,9,2011,None,86,Horror Mystery Thriller,PG-13,32,36605,266689
tt0146984,rl459179521,The Legend of Bagger Vance,11,2000,80000000,126,Drama Fantasy Sport,PG-13,2162,11516712,30919168
tt1333667,rl3464005121,When You're Strange,4,2010,None,86,Documentary Music,R,8,66833,246078
tt0366137,rl2288092673,Lost Embrace,1,2005,None,99,Comedy,None,6,18564,190860
tt1339043,rl2084603393,Act of God,7,2009,None,75,Documentary,None,1,522,9955
tt3829920,rl1602127361,Only the Brave,10,2017,38000000,134,Action Biography Drama,PG-13,2577,6002665,18343983
tt0303785,rl1514571265,Bollywood/Hollywood,10,2002,None,105,Comedy Drama Musical Romance,PG-13,44,None,1454510
tt0164003,rl3679159809,City of Ghosts,4,2003,None,116,Crime Drama Thriller,R,20,30547,357197
tt2258281,rl3460597249,Beyond the Hills,3,2013,None,152,Drama,None,17,14622,124919
tt0368222,rl2775352833,Romance & Cigarettes,9,2007,None,105,Comedy Musical Romance,R,19,None,557471
tt0870090,rl3377169921,City of Men,2,2008,None,106,Crime Drama,None,75,130579,325131
tt3371366,rl3313272321,Transformers: The Last Knight,6,2017,217000000,154,Action Adventure Sci-Fi,PG-13,4132,44680073,130168683
tt1637725,rl2255848961,Ted,6,2012,50000000,106,Comedy,R,3303,54415205,218815487
tt1306972,rl3796993537,Enlighten Up!,9,2008,None,82,Documentary,None,12,11799,246649
tt2318701,rl3025372673,The Final Member,4,2014,None,75,Comedy Documentary Drama,R,10,2064,11428
tt0295700,rl1618642433,Wrong Turn,5,2003,12600000,84,Horror Thriller,R,1615,5161498,15418790
tt0402022,rl1212188161,Æon Flux,12,2005,62000000,93,Action Adventure Sci-Fi Thriller,PG-13,2608,12661112,25874337
tt0380538,rl2372109825,Killing Cabos,8,2005,None,99,Action Adventure Comedy Crime Thriller,R,82,75730,155874
tt1343362,rl1011779073,Do Knot Disturb,10,2009,None,126,Comedy Drama,None,57,124691,213525
tt2263058,rl1600488961,More Than Honey,6,2013,None,95,Documentary,None,7,5225,79772
tt10088984,rl2510586625,Between Two Worlds,8,2023,None,106,Drama,None,32,7191,75282
tt0056210,rl2724234753,Mafioso,1,2007,None,105,Comedy Crime Drama,None,7,29965,400019
tt0411195,rl3343287809,Breakfast on Pluto,11,2005,None,128,Comedy Drama,R,125,33279,828699
tt0372122,rl1983940097,Adam & Steve,3,2006,None,99,Comedy Drama Music Romance,R,17,66429,309404
tt6138688,rl3892545025,Once Upon A Time,8,2017,None,109,Adventure Drama Fantasy Romance,None,51,249933,485728
tt1126618,rl1449494017,Morning Glory,11,2010,40000000,107,Comedy Drama Romance,PG-13,2544,9203266,31011732
tt4632316,rl259950081,Gleason,7,2016,None,110,Biography Documentary,R,148,91583,583664
tt3485166,rl4066936321,The Pirates,9,2014,None,130,Action Adventure Comedy Fantasy,None,25,26025,415775
tt2430104,rl2856355329,After Tiller,9,2013,None,85,Biography Documentary Drama News,PG-13,6,15500,72125
tt2130136,rl3294987777,Murder Eleven,10,2013,None,90,Crime Mystery Thriller,None,2,8106,22107
tt0383574,rl4083713537,Pirates of the Caribbean: Dead Man's Chest,7,2006,225000000,151,Action Adventure Fantasy,PG-13,4133,135634554,423315812
tt0273607,rl1800635905,Festival in Cannes,3,2002,None,100,Comedy,PG-13,32,41006,299171
tt1995304,rl273909249,Fat Kid Rules the World,10,2012,750000,98,Comedy Drama,R,1,1450,41000
tt5466186,rl2298512897,7 Days in Entebbe,3,2018,None,107,Action Drama History Thriller,PG-13,838,1592645,3326885
tt0468526,rl1650886145,Old Joy,8,2006,None,76,Drama,None,12,3310,255923
tt0250371,rl644449793,The Other Side of Heaven,12,2001,None,113,Adventure Biography Drama,PG,306,55765,4720371
tt1170358,rl2337900033,The Hobbit: The Desolation of Smaug,12,2013,None,161,Adventure Drama Fantasy,PG-13,3928,73645197,258366855
tt2063781,rl762349057,Smashed,10,2012,None,81,Drama,R,50,26943,376597
tt0318761,rl2809431553,Thumbsucker,9,2005,None,96,Comedy Drama,R,330,85327,1328679
tt4768764,rl3363669505,Veteran,9,2015,None,123,Action Comedy Crime Thriller,None,46,371754,1200627
tt0337714,rl3094316545,Santa vs. the Snowman 3D,10,2003,None,32,Animation Comedy Family Short,None,46,14568,3045032
tt0486674,rl4067984897,What Just Happened,10,2008,None,104,Comedy Drama,R,88,192508,1090947
tt7204348,rl1443333633,El Angel,11,2018,None,118,Biography Crime Drama,None,11,23348,109608
tt0212604,rl880182785,Tully,11,2002,None,102,Drama,R,13,21162,466664
tt4677924,rl2013496833,Woodshock,9,2017,None,100,Drama Fantasy Horror Mystery Thriller,R,39,12247,42603
tt4323370,rl2919597569,Survivors Guide To Prison,2,2018,None,102,Documentary,None,4,8982,8982
tt0430779,rl1115325953,Everyone's Hero,9,2006,None,87,Adventure Animation Comedy Family Sport,None,2898,6061762,14523101
tt0795421,rl3697313281,Mamma Mia!,7,2008,52000000,108,Comedy Musical Romance,PG-13,3194,27751240,144290968
tt4468634,rl3514729985,Certain Women,10,2016,None,107,Drama,R,138,60898,1087585
tt1223082,rl1550419457,Oy Vey! My Son Is Gay!!,12,2010,None,91,Comedy,PG-13,5,4042,89507
tt0419946,rl1566803457,The Marine,10,2006,None,92,Action Comedy Drama Thriller,PG-13,2545,7138774,18844784
tt4227032,rl2238678529,SBK: The Movie,4,2015,None,84,Comedy,PG-13,6,2650,4950
tt2707858,rl3883566593,Yves Saint Laurent,6,2014,None,106,Biography Drama,R,24,24207,723593
,rl1124500993,Cobra Kai Premiere Event feat. The Karate Kid,4,2018,None,212,None,None,678,None,185082
tt0421715,rl4098721281,The Curious Case of Benjamin Button,12,2008,150000000,166,Drama Fantasy Romance,PG-13,2988,26853816,127509326
tt2490326,rl3598550529,Cooties,9,2015,None,88,Action Comedy Horror Sci-Fi Thriller,R,29,33031,60058
tt0488414,rl1365673473,Omkara,7,2006,None,155,Action Crime Drama Thriller,None,47,427400,1244576
tt6024606,rl83985921,Voyage of Time,10,2016,None,44,Animation Documentary,None,15,55409,55409
tt0203632,rl4251682305,The Princess and the Warrior,6,2001,None,135,Drama Mystery Romance,R,31,51426,872091
tt0305711,rl4233987585,Just Married,1,2003,18000000,95,Comedy Romance,PG-13,2769,17548993,56127162
tt1815799,rl2974057985,Beloved,8,2012,None,133,Comedy Drama Musical Romance,None,7,25825,137515
tt1251754,rl1985185281,Ferlinghetti: A Rebirth of Wonder,2,2013,None,79,Documentary,None,2,1197,4816
tt0200720,rl1482196481,The House of Mirth,12,2000,None,135,Drama Romance,PG,63,48770,3043284
tt0326664,rl427132417,Swimming Upstream,2,2005,None,114,Biography Drama Sport,PG-13,17,24520,54965
tt3409392,rl2272560641,Timbuktu,1,2015,None,96,Drama War,PG-13,56,45110,1076075
tt3348730,rl2172552705,Jigsaw,10,2017,10000000,92,Horror Mystery Thriller,R,2941,16640452,38052832
tt0287471,rl4217341441,Late Marriage,5,2002,None,102,Comedy Drama Romance,None,38,31685,1656445
tt0892112,rl3497625089,A Walk to Beautiful,2,2008,None,85,Documentary,None,1,7718,7718
tt2339505,rl4049372673,Kochadaiiyaan,5,2014,None,118,Action Adventure Animation History,None,161,583172,817192
tt2950236,rl325158401,The Living,4,2015,None,89,Crime Drama Mystery Thriller,R,4,74,5514
tt0351770,rl2842723841,His Brother,4,2004,None,92,Drama Romance,None,2,6802,22834
tt0479528,rl2892793345,Rogue,4,2008,None,99,Action Drama Horror Thriller,R,10,7711,10452
tt0361411,rl491357697,Bride & Prejudice,2,2005,7000000,122,Comedy Drama Musical Romance,PG-13,288,385848,6605592
tt0491203,rl3296691713,Tulip Fever,9,2017,None,105,Drama History Romance,R,772,1158017,2455635
tt1327194,rl2103477761,The Lucky One,4,2012,None,101,Drama Mystery Romance War,PG-13,3175,22518358,60457138
tt1228705,rl1515881985,Iron Man 2,5,2010,200000000,124,Action Sci-Fi,PG-13,4390,128122480,312433331
tt0493459,rl1416922625,This Film Is Not Yet Rated,9,2006,None,98,Documentary,NC-17,18,30664,306845
tt2433040,rl3242493441,Beyond the Mask,4,2015,None,103,Action Adventure Drama Romance,PG,181,18801,1236094
tt0209475,rl1131972097,The Wedding Planner,1,2001,35000000,103,Comedy Romance,PG-13,2785,13510293,60400856
tt9472334,rl3229778689,Malum,3,2023,None,92,Drama Horror Thriller,None,249,221738,221738
tt5208252,rl3204810241,Operation Finale,8,2018,24000000,122,Biography Drama History Thriller War,PG-13,1818,6022758,17612099
tt4062536,rl360482305,Green Room,4,2016,None,95,Crime Drama Horror Music Thriller,R,777,87984,3220371
tt0409838,rl2890565121,Come Away Home,5,2005,1200000,102,Drama Family,PG,16,None,72810
tt0844671,rl1128957441,College,8,2008,7000000,94,Comedy,R,2124,2153109,4694636
tt2365971,rl1425834753,Sweetwater,4,2023,None,118,Biography Drama Sport,PG-13,1204,351010,541633
tt1570583,rl1548912129,For Ellen,9,2012,None,94,Drama,None,3,4616,12396
tt0306734,rl996050433,The Divorce,8,2003,None,117,Comedy Drama Romance,PG-13,701,516834,9081057
tt0363780,rl1650492929,Lymelife,4,2009,None,95,Comedy Drama Romance,R,35,27758,421307
tt7616148,rl4077487617,Luce,8,2019,None,109,Drama Mystery Thriller,R,235,132987,2010613
tt3179568,rl6456833,Men Women & Children,10,2014,None,119,Comedy Drama,R,608,48024,705908
tt0305632,rl978552321,Fascination,1,2005,5000000,95,Drama Mystery Romance Thriller,R,10,9018,16670
tt0246772,rl1197835777,Mostly Martha,8,2002,None,109,Comedy Drama Romance,PG,143,40446,4160475
tt1001508,rl1784251905,He's Just Not That Into You,2,2009,None,129,Comedy Drama Romance,PG-13,3175,27785487,93953653
tt0427944,rl578061825,Thank You for Smoking,3,2006,6500000,92,Comedy Drama,R,1020,262923,24793509
tt1608566,rl1534035457,The Salvation Poem,8,2010,None,78,Drama,PG-13,30,None,914818
tt0301181,rl776963585,Deliver Us from Eva,2,2003,None,105,Comedy Drama Romance,R,1139,7100000,17573594
tt3882074,rl2826864129,The Eagle Huntress,11,2016,None,87,Adventure Documentary Sport,None,122,52574,3169351
tt5588850,rl2047051265,Chris Brown: Welcome To My Life,6,2017,None,80,Documentary,None,413,None,693984
tt1966359,rl3246228993,Father Figures,12,2017,None,113,Comedy Drama,R,2902,3287451,17501244
tt3823098,rl3959981569,Edie,9,2019,None,102,Adventure Drama,None,11,8801,71790
tt2231461,rl2122286593,Rampage,4,2018,120000000,107,Action Adventure Sci-Fi,PG-13,4115,35753093,101028233
tt1702443,rl927434241,Justin Bieber: Never Say Never,2,2011,13000000,105,Documentary Music,None,3118,29514054,73013910
tt6542108,rl3322185217,Patrick the Pug,2,2019,None,94,Comedy Family Romance,None,100,1378,6290
tt1333668,rl643335681,The Horse Boy,9,2009,None,93,Documentary,None,5,6554,156612
tt0431979,rl6194689,The Young Lieutenant,9,2006,None,110,Crime Drama,None,3,16871,216724
tt1856101,rl444564993,Blade Runner 2049,10,2017,150000000,164,Action Drama Mystery Sci-Fi Thriller,R,4058,32753122,92054159
tt0365190,rl1735230977,Red Lights,8,2004,None,105,Crime Drama Mystery Thriller,None,29,3202,673828
tt1670994,rl2406581761,Six Dance Lessons in Six Weeks,12,2014,None,107,Comedy Drama,None,13,12542,106323
tt6580564,rl2080671233,102 Not Out,5,2018,None,102,Comedy Drama,PG,102,483681,1343797
tt0416675,rl256673281,Dark Matter,4,2008,None,88,Drama,R,5,8701,30591
tt6472976,rl3825501697,Five Feet Apart,3,2019,7000000,116,Drama Romance,PG-13,2866,13190286,45729221
tt0315632,rl1936492033,Road,9,2002,None,134,Thriller,None,20,73636,136700
tt1403144,rl2555020801,Come Undone,12,2010,None,126,Drama Romance,None,2,2030,10035
tt0456144,rl509576705,Lage Raho Munna Bhai,9,2006,None,144,Comedy Drama Romance,None,72,863073,2217562
tt1060249,rl2622391809,The Legend of Drona,10,2008,None,138,Action Adventure Fantasy,None,90,199329,475104
tt1629376,rl3359737345,7 Khoon Maaf,2,2011,None,137,Comedy Drama Mystery Thriller,None,68,164153,270207
tt8385474,rl3036972545,A Dog's Journey,5,2019,16000000,109,Adventure Comedy Drama Family Fantasy,PG,3279,8030085,22782371
tt0427152,rl2588902913,Dinner for Schmucks,7,2010,69000000,114,Comedy,PG-13,3046,23527839,73026337
tt5580266,rl4026828289,The Hate U Give,10,2018,23000000,133,Crime Drama,PG-13,2375,512035,29719483
tt5358570,rl1333757441,Like for Likes,2,2016,None,120,Comedy Romance,None,18,25107,50839
tt6333058,rl1124304385,Dina,10,2017,None,103,Documentary,None,24,6015,90503
tt1010048,rl1047561729,Slumdog Millionaire,11,2008,15000000,120,Crime Drama Romance,R,2943,360018,141319928
tt0094888,rl1951041025,Cobra Verde,3,2007,None,111,Adventure Drama,None,1,7402,12702
tt0267129,rl1299875329,Yamakasi,1,2002,None,90,Action Crime Drama,None,38,None,184441
tt1748122,rl1701152257,Moonrise Kingdom,5,2012,16000000,94,Adventure Comedy Drama Family Fantasy Romance,PG-13,924,522996,45512466
tt0810819,rl793544193,The Danish Girl,11,2015,None,119,Biography Crime Drama,R,794,187318,11114018
tt4379728,rl1182696961,Three,6,2016,None,88,Action Crime Thriller,None,23,58196,119550
tt0334754,rl2625275393,Yossi & Jagger,9,2003,None,65,Drama History Romance War,R,6,19395,267005
tt0371606,rl1615562241,Chicken Little,11,2005,150000000,81,Adventure Animation Comedy Family Fantasy Sci-Fi,G,3658,40049778,135386665
tt0799915,rl2185266689,Air Guitar Nation,3,2007,None,81,Biography Documentary Music,R,10,7035,71471
tt2172584,rl1751352833,Maps to the Stars,2,2015,None,111,Comedy Drama Mystery,R,66,143422,350741
tt1157547,rl3244066305,La Bohème,9,2009,None,115,Music Musical Romance,None,49,30780,54464
tt0829432,rl1583515137,Me & You Us Forever,2,2008,None,92,Drama,PG,78,58662,84093
tt1397514,rl1079870977,Journey 2: The Mysterious Island,2,2012,79000000,94,Action Adventure Comedy Family Fantasy Sci-Fi,PG,3500,27335363,103860290
tt2101441,rl108234241,Spring Breakers,3,2013,5000000,94,Crime Drama Thriller,R,1379,263002,14124284
tt2093991,rl830440961,Elvis & Nixon,4,2016,None,86,Comedy History,R,381,466447,1055287
