tt_id,rl_id,movie_name,month,year,budget,runtime,genres,mpaa,screens,opening_week,domestic_box_office
tt0245686,rl2103281153,Joe Dirt,4,2001,17700000,91,Adventure Comedy Drama,PG-13,2638,8016008,27087695
tt0246002,rl1415349761,Kingdom Come,4,2001,7000000,94,Comedy Drama,PG,1111,7562284,23249649
tt0235679,rl460031489,Pokémon 3 the Movie: Spell of the Unown,4,2001,16000000,93,Action Adventure Animation Comedy Drama Family Fantasy Sci-Fi,G,2675,8240752,17052128
tt0132245,rl2756609537,Driven,4,2001,94000000,116,Action Drama Sport,PG-13,2905,12174504,32720065
tt0231402,rl3880683009,Crocodile Dundee in Los Angeles,4,2001,None,95,Action Adventure Comedy Crime,PG,2166,7714362,25635682
tt0246989,rl880248321,Tomcats,3,2001,11000000,95,Comedy,R,2617,6406076,13558739
tt0190590,rl761693697,O Brother Where Art Thou?,12,2000,None,107,Comedy Crime Drama Music,PG-13,847,195104,45512588
tt0236348,rl1214088705,Josie and the Pussycats,4,2001,39000000,98,Comedy Music,PG-13,2558,4562455,14271015
tt0240515,rl3897722369,Freddy Got Fingered,4,2001,14000000,87,Comedy,R,2271,7098459,14254993
tt0265632,rl74286593,Recess: School's Out,2,2001,23000000,82,Adventure Animation Comedy Family,G,2630,10065873,36706141
tt0192071,rl4116022785,Get Over It,3,2001,22000000,87,Comedy Romance,PG-13,1742,4134977,11576464
tt0162222,rl2772993537,Cast Away,12,2000,90000000,143,Adventure Drama Romance,PG-13,3061,28883406,233632142
tt0236784,rl1953859073,The Tailor of Panama,3,2001,21000000,109,Drama Thriller,R,441,1837068,13729742
tt0209144,rl627213825,Memento,3,2001,9000000,113,Mystery Thriller,R,531,235488,25544867
tt0209475,rl1131972097,The Wedding Planner,1,2001,35000000,103,Comedy Romance,PG-13,2785,13510293,60400856
tt0183659,rl57378305,Pollock,12,2000,None,122,Biography Drama,R,280,44244,8598593
tt0233142,rl2655094273,3000 Miles to Graceland,2,2001,62000000,125,Action Comedy Crime Thriller,R,2545,7160521,15749959
tt0230838,rl695567873,Sweet November,2,2001,None,119,Drama Romance,PG-13,2268,9733954,25288103
tt0206275,rl2641331713,Save the Last Dance,1,2001,None,112,Drama Music Romance,PG-13,2570,23444930,91057006
tt0239949,rl2205124097,Say It Isn't So,3,2001,25000000,95,Comedy Romance,R,1974,2861903,5520393
tt0189192,rl4200433153,Just Visiting,4,2001,35000000,88,Adventure Comedy Fantasy,PG-13,1590,2272489,4781539
tt0141907,rl1702331905,Town & Country,4,2001,90000000,104,Comedy Romance,R,2222,3029858,6719973
tt0245120,rl3159524865,The Forsaken,4,2001,15000000,90,Action Fantasy Horror Thriller,R,1514,3020159,7288451
tt0203755,rl2925954561,One Night at McCool's,4,2001,18000000,93,Comedy Crime,R,1818,2520041,6290673
tt0207201,rl3849881089,What Women Want,12,2000,70000000,127,Comedy Fantasy Romance,PG-13,3092,33614543,182811707
tt0212346,rl3848439297,Miss Congeniality,12,2000,45000000,109,Action Comedy Crime Romance,PG-13,2668,10046534,106807667
tt0120917,rl2572256769,The Emperor's New Groove,12,2000,100000000,78,Adventure Animation Comedy Family Fantasy,None,2887,9812302,89302687
tt0245712,rl4232283649,Amores Perros,3,2001,None,154,Drama Thriller,R,187,61047,5408467
tt0181536,rl2907932161,Finding Forrester,12,2000,None,136,Drama,PG-13,2002,701207,51804714
tt0166276,rl375752193,Monkeybone,2,2001,75000000,93,Comedy Fantasy,PG-13,1748,2685078,5411999
tt0191636,rl1568376321,Widow of St. Pierre,3,2001,None,112,Drama History Romance,R,83,31702,3193889
tt0203230,rl2102035969,You Can Count on Me,11,2000,None,111,Drama,R,150,118170,9416804
tt0247196,rl1732544001,Before Night Falls,12,2000,None,133,Biography Drama Romance,R,127,85230,4242892
tt0262462,rl1397261825,Carman: The Champion,3,2001,None,82,Action Drama Sport,PG-13,232,769080,1765751
tt0239948,rl2507113985,Saving Silverman,2,2001,22000000,90,Comedy Crime Romance,PG-13,2467,7411852,19402030
tt0233508,rl3779954177,CyberWorld,10,2000,None,44,Animation Short,None,38,278199,11253900
tt0118694,rl1868924417,In the Mood for Love,2,2001,None,98,Drama Romance,PG,74,113280,2738980
tt0249462,rl1598522881,Billy Elliot,10,2000,5000000,110,Drama Music,R,510,215681,21995263
tt0211181,rl927041025,102 Dalmatians,11,2000,85000000,100,Adventure Comedy Family,None,2704,19883351,66957026
tt0280105,rl2557380097,Shackleton's Antarctic Adventure,2,2001,None,40,Documentary Short,None,26,132548,15553324
tt0146309,rl490833409,Thirteen Days,12,2000,80000000,145,Drama History Thriller,PG-13,2034,46668,34592089
tt0208092,rl141592065,Snatch,12,2000,None,104,Comedy Crime,R,1444,27932,30328156
tt0205873,rl4182738433,The Dish,3,2001,None,101,Comedy Drama History,PG-13,82,70612,2552992
tt0218967,rl4132472321,The Family Man,12,2000,60000000,125,Comedy Drama Fantasy Romance,PG-13,2441,10554960,75793305
tt0213749,rl3964372481,Cirque du Soleil: Journey of Man,5,2000,None,39,Drama Family Fantasy Musical Short,None,22,49837,15627434
tt0189998,rl2288944641,Shadow of the Vampire,12,2000,None,92,Drama Horror,R,513,150171,8293784
tt0217869,rl3195438593,Unbreakable,11,2000,75000000,106,Drama Mystery Sci-Fi Thriller,PG-13,2708,30330771,95011339
tt0245280,rl1348306433,Michael Jordan to the Max,5,2000,None,46,Documentary Sport,None,56,578141,18650521
tt0200720,rl1482196481,The House of Mirth,12,2000,None,135,Drama Romance,PG,63,48770,3043284
tt0172495,rl2136245761,Gladiator,5,2000,103000000,155,Action Adventure Drama,R,3188,34819017,187705427
tt0203289,rl1329825281,American Desi,3,2001,None,100,Comedy Drama Romance,None,38,305054,907835
tt0190865,rl1702462977,Vertical Limit,12,2000,75000000,124,Action Adventure Drama Sport Thriller,PG-13,2602,15507845,69243859
tt0180679,rl3411117569,Escanaba in da Moonlight,1,2001,None,91,Comedy Fantasy,PG-13,48,None,2276602
tt0238948,rl4182672897,Double Take,1,2001,None,88,Action Comedy Crime Thriller,PG-13,1631,11736236,29831583
tt0218839,rl2302969345,Best in Show,9,2000,10000000,90,Comedy,PG-13,497,413436,18715392
tt0212338,rl677545473,Meet the Parents,10,2000,55000000,108,Comedy Romance,PG-13,2697,28623300,166244045
tt0182000,rl4266165761,The Caveman's Valentine,3,2001,13500000,105,Crime Drama Music Mystery Thriller,R,59,112041,687194
tt0163862,rl2423752193,T-Rex: Back to the Cretaceous,10,1998,None,45,Adventure Family Fantasy,None,38,None,53354743
tt0212380,rl910591489,Blow Dry,3,2001,None,90,Comedy Drama Romance,R,157,240166,637769
tt0213847,rl3932194305,Malena,12,2000,None,108,Drama Romance War,R,117,62282,3448233
tt0244316,rl2725938689,Yi Yi,10,2000,None,173,Drama Romance,None,15,None,1136776
tt0213203,rl3580659201,Rugrats in Paris,11,2000,30000000,78,Adventure Animation Comedy Family Romance,None,2937,22718184,76507756
tt0268200,rl2051638785,Brigham City,4,2001,None,119,Crime Drama Mystery,PG-13,55,103629,852206
tt0180073,rl2724890113,Quills,11,2000,None,124,Biography Drama,R,223,249383,7065332
tt0242998,rl645498369,Valentine,2,2001,29000000,96,Horror Mystery Thriller,R,2310,10024648,20384136
tt0219699,rl945063425,The Gift,12,2000,None,112,Drama Fantasy Horror Mystery,R,807,11827,12008642
tt0157122,rl2538636801,Faithless,1,2001,None,154,Drama Romance,R,24,29462,739055
tt0189541,rl1515554305,Gabriela,3,2001,None,93,Drama Romance,R,30,63706,2335352
tt0243493,rl155878913,The Closet,6,2001,None,84,Comedy,R,145,None,6678894
tt0190524,rl1063159297,Left Behind: The Movie,2,2001,None,100,Action Drama Fantasy Sci-Fi Thriller,PG-13,867,2158780,4224065
tt0237572,rl862684673,The Pledge,1,2001,35000000,124,Crime Drama Mystery Thriller,R,1410,5765347,19733089
tt0257953,rl3362227713,NSync: Bigger Than Live,2,2001,None,48,Documentary Music,None,20,None,1808679
tt0238015,rl876840449,All Access: Front Row. Backstage. Live!,4,2001,None,None,Documentary Music,None,35,69992,992683
tt0242423,rl4065232385,Dude Where's My Car?,12,2000,13000000,83,Comedy Mystery Sci-Fi,PG-13,2100,13845914,46729800
tt0250478,rl610764289,Nico and Dani,2,2001,None,91,Comedy Drama Romance,R,8,16942,370562
tt0216800,rl928351745,With a Friend Like Harry...,4,2001,None,117,Comedy Drama Mystery Thriller,R,220,29495,3830441
tt0194218,rl3043591681,Panic,12,2000,1000000,88,Comedy Crime Drama,R,11,18006,779137
tt0181875,rl256083457,Almost Famous,9,2000,60000000,122,Adventure Comedy Drama Music,R,2262,2314646,32534850
tt0244504,rl1566737921,Me You Them,3,2001,None,104,Comedy Drama,PG-13,22,None,323923
tt0216787,rl2591393281,The Taste of Others,9,2000,None,112,Comedy Drama Romance,R,14,None,891369
tt0218378,rl3242952193,The Claim,12,2000,None,120,Drama Romance Western,R,29,7131,669258
tt0251031,rl1349420545,Series 7: The Contenders,3,2001,None,86,Comedy Thriller,R,10,28844,195065
tt0120202,rl2658371073,State and Main,12,2000,None,105,Comedy Drama,R,462,580163,6944471
tt0240402,rl3846735361,The Center of the World,4,2001,None,88,Drama Romance,None,45,67809,1101344
tt0211492,rl1633715713,The Luzhin Defence,4,2001,None,109,Drama Romance,PG-13,49,63203,1053070
tt0260332,rl1582073345,The Day I Became a Woman,4,2001,None,78,Comedy Drama,None,14,48255,149971
tt0177650,rl2152367617,Company Man,3,2001,16000000,95,Comedy,PG-13,104,74743,146193
tt0220157,rl3883435521,When Brendan Met Trudy,3,2001,None,95,Comedy Romance,None,14,42055,133376
tt0200669,rl2287240705,The Golden Bowl,4,2001,None,130,Drama Romance,R,117,90170,3050532
tt0192111,rl2169931265,Head Over Heels,2,2001,14000000,86,Comedy Mystery Romance,PG-13,2363,4804595,10424470
tt0094625,rl4097869313,Akira,3,2001,None,124,Action Animation Drama Fantasy Sci-Fi Thriller,R,1,22428,114009
tt0255094,rl4081812993,The Circle,3,2001,None,90,Drama,None,16,None,440554
tt0186589,rl2960295425,Sugar & Spice,1,2001,11000000,81,Comedy Crime,PG-13,2150,5891176,13305101
tt0278522,rl2036172289,Jodi No. 1,4,2001,None,180,Comedy Crime Romance,None,25,82834,82834
tt0216569,rl2202306049,Best Man in Grass Creek,4,2001,None,88,Comedy Romance,PG,5,19918,81760
tt0210727,rl2891548161,Himalaya,3,2001,None,108,Drama,None,34,None,2487878
tt0180093,rl2473428481,Requiem for a Dream,10,2000,None,102,Drama,R,93,64770,3635482
tt0221889,rl272926209,Beautiful Creatures,4,2001,None,86,Comedy Crime Drama Thriller,R,12,9134,55835
tt0201485,rl1900447233,The Body,4,2001,None,109,Drama Mystery Romance Thriller,PG-13,11,19988,36849
tt0210727,rl2908325377,Himalaya,11,2000,None,108,Drama,None,5,None,132007
tt0221073,rl2823521793,Chopper,4,2001,None,94,Biography Crime Drama,None,14,15044,236185
tt0247380,rl1750369793,The Gleaners & I,3,2001,None,82,Documentary,None,4,12655,155320
tt0206187,rl811369985,Keep the River on Your Right: A Modern Cannibal Tale,3,2001,None,93,Adventure Documentary Romance,R,15,12623,373366
tt0189553,rl290752001,The Girl Next Door,4,2000,None,82,Documentary,None,5,None,771792
tt0161977,rl1181844993,Simon Magus,3,2001,None,101,Drama Fantasy Mystery Romance,None,2,5307,40861
tt0234570,rl829261313,Rat,4,2001,None,89,Comedy Drama Family Fantasy,PG,1,1815,2630
tt0126029,rl7439873,Shrek,5,2001,60000000,90,Adventure Animation Comedy Family Fantasy Romance,PG,3715,42347760,267851831
tt0209163,rl3580200449,The Mummy Returns,5,2001,98000000,130,Action Adventure Fantasy Thriller,PG-13,3553,68139035,202019785
tt0213149,rl543720961,Pearl Harbor,5,2001,140000000,183,Action Drama Romance War,PG-13,3255,59078912,198542554
tt0266915,rl795837953,Rush Hour 2,8,2001,90000000,90,Action Comedy Crime Thriller,PG-13,3118,67408222,226164286
tt0163025,rl3210577409,Jurassic Park III,7,2001,93000000,92,Action Adventure Sci-Fi Thriller,PG-13,3462,50771645,181171875
tt0133152,rl3379070465,Planet of the Apes,7,2001,100000000,120,Action Adventure Sci-Fi Thriller,PG-13,3530,68532960,180011740
tt0232500,rl928220673,The Fast and the Furious,6,2001,38000000,106,Action Crime Thriller,PG-13,2899,40089015,144533925
tt0146316,rl1767867905,Lara Croft: Tomb Raider,6,2001,115000000,100,Action Adventure Fantasy Thriller,PG-13,3349,47735743,131168070
tt0252866,rl2604893697,American Pie 2,8,2001,30000000,108,Comedy,R,3157,45117985,145103595
tt0240462,rl1112442369,Dr. Dolittle 2,6,2001,70000000,87,Comedy Family Fantasy,PG,3053,25037039,112952899
tt0239395,rl2370340353,Cats & Dogs,7,2001,60000000,87,Action Adventure Comedy Family Fantasy,PG,3040,21707617,93385515
tt0265029,rl2940438017,America's Sweethearts,7,2001,46000000,102,Comedy Romance,PG-13,3011,30181877,93607673
tt0247638,rl4033578497,The Princess Diaries,8,2001,26000000,115,Comedy Family Romance,G,2749,22862269,108248956
tt0250494,rl861832705,Legally Blonde,7,2001,18000000,96,Comedy Romance,None,2725,20377426,96520674
tt0230011,rl3628238337,Atlantis: The Lost Empire,6,2001,120000000,95,Action Adventure Animation Family Fantasy Sci-Fi,PG,3071,329011,84056472
tt0212720,rl2504033793,A.I. Artificial Intelligence,6,2001,100000000,146,Adventure Drama Sci-Fi,PG-13,3242,29352630,78616689
tt0257106,rl4050617857,Scary Movie 2,7,2001,45000000,83,Comedy Horror,R,3220,20503356,71308997
tt0244244,rl141919745,Swordfish,6,2001,102000000,99,Action Crime Thriller,R,2688,18145632,69772969
tt0227445,rl3698296321,The Score,7,2001,68000000,124,Action Crime Drama Thriller,R,2211,19018807,71107711
tt0183790,rl2270987777,A Knight's Tale,5,2001,65000000,132,Action Adventure Romance,PG-13,2980,16511391,56569702
tt0230600,rl711558657,The Others,8,2001,17000000,101,Horror Mystery Thriller,PG-13,2843,14089952,96522687
tt0203009,rl2942666241,Moulin Rouge!,5,2001,50000000,127,Drama Musical Romance,PG-13,2283,167540,57386607
tt0255798,rl1044547073,The Animal,6,2001,47000000,84,Comedy Sci-Fi,PG-13,2788,19610520,57743062
tt0251075,rl1984988673,Evolution,6,2001,80000000,101,Comedy Sci-Fi,PG-13,2613,13408351,38345494
tt0271027,rl2740749825,Kiss of the Dragon,7,2001,25000000,98,Action Crime Thriller,R,2100,13304027,36845124
tt0250687,rl879592961,Rat Race,8,2001,None,112,Action Adventure Comedy,PG-13,2551,11662094,56618055
tt0243155,rl340362753,Bridget Jones's Diary,4,2001,25000000,97,Comedy Drama Romance,R,2547,10733933,71543427
tt0161083,rl1652196865,What's the Worst That Could Happen?,6,2001,60000000,94,Comedy Crime,PG-13,2675,13049114,32269834
tt0173840,rl3008595457,Final Fantasy: The Spirits Within,7,2001,137000000,106,Action Adventure Animation Fantasy Romance Sci-Fi,PG-13,2649,11408853,32131830
tt0255819,rl4556289,Baby Boy,6,2001,16000000,130,Crime Drama Romance Thriller,R,1533,8606403,28734552
tt0225071,rl3376645633,Angel Eyes,5,2001,53000000,102,Drama Romance,R,2407,9225575,24174218
tt0261392,rl3378152961,Jay and Silent Bob Strike Back,8,2001,22000000,104,Comedy,R,2765,11018543,30085147
tt0238112,rl1967687169,Captain Corelli's Mandolin,8,2001,57000000,131,Drama Music Romance War,R,1612,7209345,25543895
tt0164334,rl2101577217,Along Came a Spider,4,2001,60000000,104,Drama Thriller,R,2573,16712407,74078174
tt0209144,rl627213825,Memento,3,2001,9000000,113,Mystery Thriller,R,531,235488,25544867
tt0227538,rl1903396353,Spy Kids,3,2001,35000000,88,Action Adventure Comedy Family Sci-Fi,PG,3191,26546881,112719001
tt0132245,rl2756609537,Driven,4,2001,94000000,116,Action Drama Sport,PG-13,2905,12174504,32720065
tt0250224,rl1632470529,Crazy/Beautiful,6,2001,13000000,99,Drama Romance,PG-13,1603,4715060,16937988
tt0218922,rl3462825473,Original Sin,8,2001,42000000,116,Drama Mystery Romance Thriller,R,2194,6402741,16534221
tt0181739,rl996771329,Osmosis Jones,8,2001,None,95,Action Adventure Animation Comedy Crime Family Fantasy Sci-Fi,PG,2305,5271248,13596911
tt0234829,rl2708637185,Summer Catch,8,2001,34000000,104,Comedy Drama Romance Sport,PG-13,2335,7018593,19753553
tt0221027,rl893814273,Blow,4,2001,53000000,124,Biography Crime Drama,R,2249,12443461,52990775
tt0231402,rl3880683009,Crocodile Dundee in Los Angeles,4,2001,None,95,Action Adventure Comedy Crime,PG,2166,7714362,25635682
tt0244000,rl2722334209,American Outlaws,8,2001,None,94,Action Western,PG-13,2348,4855475,13342790
tt0263488,rl3327821313,Jeepers Creepers,8,2001,10000000,90,Horror Mystery,R,2944,13106108,37904175
tt0228333,rl3444934145,Ghosts of Mars,8,2001,28000000,98,Action Horror Sci-Fi,R,2048,3804452,8709640
tt0203119,rl2909701633,Sexy Beast,6,2001,None,89,Crime Drama Thriller,R,194,170356,6946056
tt0256524,rl4032464385,The Curse of the Jade Scorpion,8,2001,33000000,103,Comedy Crime Mystery Romance,PG-13,909,2459315,7517191
tt0236784,rl1953859073,The Tailor of Panama,3,2001,21000000,109,Drama Thriller,R,441,1837068,13729742
tt0243493,rl155878913,The Closet,6,2001,None,84,Comedy,R,145,None,6678894
tt0184791,rl895911425,O,8,2001,None,95,Drama Romance Thriller,R,1464,5655658,16025437
tt0227005,rl1314948609,Made,7,2001,None,95,Comedy Crime Drama,R,182,118003,5313300
tt0190332,rl2739766785,Crouching Tiger Hidden Dragon,12,2000,17000000,120,Action Adventure Drama Fantasy Romance,PG-13,2027,663205,128078872
tt0250323,rl3377235457,The Deep End,8,2001,3000000,101,Crime Drama Mystery Romance Thriller,R,412,141852,8823109
tt0254099,rl407012865,The Anniversary Party,6,2001,None,115,Comedy Drama Romance,R,120,158533,4047329
tt0246002,rl1415349761,Kingdom Come,4,2001,7000000,94,Comedy Drama,PG,1111,7562284,23249649
tt0245686,rl2103281153,Joe Dirt,4,2001,17700000,91,Adventure Comedy Drama,PG-13,2638,8016008,27087695
tt0258470,rl3075048961,Bubble Boy,8,2001,13000000,84,Adventure Comedy Romance Sci-Fi,PG-13,1605,2038349,5007898
tt0216800,rl928351745,With a Friend Like Harry...,4,2001,None,117,Comedy Drama Mystery Thriller,R,220,29495,3830441
tt0245120,rl3159524865,The Forsaken,4,2001,15000000,90,Action Fantasy Horror Thriller,R,1514,3020159,7288451
tt0258038,rl1936426497,Pootie Tang,6,2001,7000000,81,Action Adventure Comedy Musical,PG-13,712,1506233,3313583
tt0190590,rl761693697,O Brother Where Art Thou?,12,2000,None,107,Comedy Crime Drama Music,PG-13,847,195104,45512588
tt0162346,rl3260384769,Ghost World,7,2001,7000000,111,Comedy Drama,R,128,98791,6217849
tt0210299,rl2876278273,Songcatcher,6,2001,None,109,Drama Music,PG-13,104,41967,3059834
tt0200669,rl2287240705,The Golden Bowl,4,2001,None,130,Drama Romance,R,117,90170,3050532
tt0203755,rl2925954561,One Night at McCool's,4,2001,18000000,93,Comedy Crime,R,1818,2520041,6290673
tt0215750,rl4082206209,Enemy at the Gates,3,2001,68000000,131,Action Drama War,R,1724,13810266,51401758
tt0141907,rl1702331905,Town & Country,4,2001,90000000,104,Comedy Romance,R,2222,3029858,6719973
tt0078788,rl1833076225,Apocalypse Now Redux,8,2001,None,147,Drama Mystery War,R,105,96992,4626290
tt0241303,rl3209397761,Chocolat,12,2000,25000000,121,Drama Romance,PG-13,1928,157624,71509363
tt0181865,rl1115129345,Traffic,12,2000,None,147,Crime Drama Thriller,R,1755,184725,124115725
tt0245712,rl4232283649,Amores Perros,3,2001,None,154,Drama Thriller,R,187,61047,5408467
tt0163639,rl1599440385,Galapagos,10,1999,None,39,Documentary Short,None,14,None,18630372
tt0248845,rl3461776897,Hedwig and the Angry Inch,7,2001,None,95,Comedy Drama Music Musical,R,101,156724,3067312
tt0240515,rl3897722369,Freddy Got Fingered,4,2001,14000000,87,Comedy,R,2271,7098459,14254993
tt0233508,rl3779954177,CyberWorld,10,2000,None,44,Animation Short,None,38,278199,11253900
tt0280105,rl2557380097,Shackleton's Antarctic Adventure,2,2001,None,40,Documentary Short,None,26,132548,15553324
tt0245280,rl1348306433,Michael Jordan to the Max,5,2000,None,46,Documentary Sport,None,56,578141,18650521
tt0189541,rl1515554305,Gabriela,3,2001,None,93,Drama Romance,R,30,63706,2335352
tt0206275,rl2641331713,Save the Last Dance,1,2001,None,112,Drama Music Romance,PG-13,2570,23444930,91057006
tt0213749,rl3964372481,Cirque du Soleil: Journey of Man,5,2000,None,39,Drama Family Fantasy Musical Short,None,22,49837,15627434
tt0125022,rl4065756673,Heartbreakers,3,2001,35000000,123,Comedy Crime Romance,PG-13,2751,11801323,40336607
tt0210727,rl2891548161,Himalaya,3,2001,None,108,Drama,None,34,None,2487878
tt0242445,rl1733330433,Exit Wounds,3,2001,50000000,101,Action Crime Thriller,R,2830,18485586,51758599
tt0255653,rl192382465,Tortilla Soup,8,2001,None,102,Comedy Drama Romance,PG-13,220,653729,4467615
tt0162222,rl2772993537,Cast Away,12,2000,90000000,143,Adventure Drama Romance,PG-13,3061,28883406,233632142
tt0205873,rl4182738433,The Dish,3,2001,None,101,Comedy Drama History,PG-13,82,70612,2552992
tt0244970,rl1131447809,Someone Like You,3,2001,23000000,97,Comedy Romance,PG-13,2349,10010600,27343067
tt0191636,rl1568376321,Widow of St. Pierre,3,2001,None,112,Drama History Romance,R,83,31702,3193889
tt0256408,rl2910029313,Startup.com,5,2001,None,107,Documentary,R,35,16118,1283356
tt0235060,rl2003600897,The Road Home,5,2001,None,89,Drama Romance,G,37,None,1280490
tt0275560,rl3412559361,Nuit de noces,6,2001,None,92,Comedy,None,76,241697,1238180
tt0240913,rl2373355009,Under the Sand,5,2001,None,92,Drama Mystery,None,25,32657,1452698
tt0236493,rl1516406273,The Mexican,3,2001,57000000,123,Adventure Comedy Drama Romance,R,3162,20108829,66845033
tt0265632,rl74286593,Recess: School's Out,2,2001,23000000,82,Adventure Animation Comedy Family,G,2630,10065873,36706141
tt0237539,rl3427173889,Bread and Tulips,7,2001,None,114,Comedy Romance,PG-13,84,32933,5318679
tt0248617,rl1249543681,Yaadein...,7,2001,None,171,Drama Musical Romance,None,56,645615,1000229
tt0236348,rl1214088705,Josie and the Pussycats,4,2001,39000000,98,Comedy Music,PG-13,2558,4562455,14271015
tt0240402,rl3846735361,The Center of the World,4,2001,None,88,Drama Romance,None,45,67809,1101344
tt0211492,rl1633715713,The Luzhin Defence,4,2001,None,109,Drama Romance,PG-13,49,63203,1053070
tt0234288,rl3813639681,Divided We Fall,6,2001,None,120,Comedy Drama War,PG-13,37,28583,1332586
tt0257953,rl3362227713,NSync: Bigger Than Live,2,2001,None,48,Documentary Music,None,20,None,1808679
tt0203632,rl4251682305,The Princess and the Warrior,6,2001,None,135,Drama Mystery Romance,R,31,51426,872091
tt0169102,rl442467841,Lagaan: Once Upon a Time in India,6,2001,None,224,Drama Musical Sport,PG,34,285368,835767
tt0203540,rl1230472705,Greenfingers,7,2001,None,91,Comedy Crime Drama Romance,R,49,65584,1443067
tt0212985,rl357991937,Hannibal,2,2001,87000000,131,Crime Drama Thriller,R,3292,58003121,165092268
tt0250274,rl1313441281,The Brothers,3,2001,6000000,106,Comedy Drama Romance,R,1378,10302846,27457409
tt0193925,rl3142616577,Extreme,4,1999,None,40,Documentary Short,None,21,None,12475172
tt0206917,rl107185665,The Man Who Cried,5,2001,None,100,Drama Music Romance War,R,28,93455,747092
tt0238015,rl876840449,All Access: Front Row. Backstage. Live!,4,2001,None,None,Documentary Music,None,35,69992,992683
tt0071853,rl1768261121,Monty Python and the Holy Grail,6,2001,None,91,Adventure Comedy Fantasy,None,26,45487,1827696
tt0235679,rl460031489,Pokémon 3 the Movie: Spell of the Unown,4,2001,16000000,93,Action Adventure Animation Comedy Drama Family Fantasy Sci-Fi,G,2675,8240752,17052128
tt0183659,rl57378305,Pollock,12,2000,None,122,Biography Drama,R,280,44244,8598593
tt0212826,rl3410396673,Bread and Roses,5,2001,None,110,Drama,R,39,49662,533479
tt0212815,rl491226625,Big Eden,6,2001,None,118,Comedy Drama Romance,PG-13,10,40762,512451
tt0267633,rl3445458433,Karmina 2,7,2001,None,97,Comedy Horror Romance,None,85,169417,508969
tt0242193,rl2236188161,Bully,7,2001,None,108,Biography Crime Drama,R,20,47502,480811
tt0218378,rl3242952193,The Claim,12,2000,None,120,Drama Romance Western,R,29,7131,669258
tt0222851,rl1263109633,Brother,7,2001,None,114,Crime Drama Thriller,R,56,60029,450594
tt0246765,rl1986037249,Lumumba,6,2001,None,115,Biography Drama History War,None,12,None,352296
tt0261983,rl1215202817,Session 9,8,2001,None,100,Drama Horror Mystery,R,30,76493,378176
tt0293342,rl375358977,Lajja,8,2001,None,202,Action Crime Drama,None,38,376000,376000
tt0231775,rl1984857601,Down to Earth,2,2001,49000000,87,Comedy Fantasy,PG-13,2521,17268883,64186502
tt0228242,rl1346405889,The Adventures of Felix,6,2001,None,95,Comedy Drama Romance,None,8,13275,363409
tt0206187,rl811369985,Keep the River on Your Right: A Modern Cannibal Tale,3,2001,None,93,Adventure Documentary Romance,R,15,12623,373366
tt0194218,rl3043591681,Panic,12,2000,1000000,88,Comedy Crime Drama,R,11,18006,779137
tt0207201,rl3849881089,What Women Want,12,2000,70000000,127,Comedy Fantasy Romance,PG-13,3092,33614543,182811707
tt0255094,rl4081812993,The Circle,3,2001,None,90,Drama,None,16,None,440554
tt0237534,rl3091826177,Brotherhood of the Wolf,1,2002,29000000,142,Action Adventure Drama Horror Thriller,R,405,475181,11260096
tt0268200,rl2051638785,Brigham City,4,2001,None,119,Crime Drama Mystery,PG-13,55,103629,852206
